X,Y,OBJECTID,OFFICIAL_STORE_NAME,STORE_ADDRESS,CDC_STORE_LEVEL,CATEGORY,ZIP
-75.216680570894098,40.034818292420432,221,Family Produce,6160 Ridge Ave.,2,Basic,19128
-75.147917591972046,40.032464938909676,222,Familys Grocery,5200 N 15th St,1,Basic,19141
-75.109506270083315,39.982524802209937,223,Fat Moms,2600 E Ann Street,3,Enhanced,19134
-75.175906159368381,39.937115805755106,224,Federal Food Market,1946 Federal St,2,Basic,19146
-75.141218106473886,39.996971797440892,225,Felix Grocery,3000 N 6th St,3,Enhanced,19133
-75.244525398388717,39.975504029294683,226,Felton Mini Market Inc.,6225 Lansdowne Ave,1,Basic,19151
-75.134939271653593,40.002507436260828,227,Fernandez Grocery,3401 N 3Rd St,2,Basic,19140
-75.180590653065863,39.928757498244451,228,Fernandez Mini Market,1826 S 21St St,2,Basic,19145
-75.117672310799065,39.997619680911477,229,Ferrer Grocery,658 E Hilton St,3,Enhanced,19134
-75.133541154338005,39.98386776524459,230,Filpo Grocery,2218 N Howard St,2,Basic,19133
-75.1386947569667,39.996568990111733,231,Filpo Grocery,440 W Indiana Ave,3,Enhanced,19133
-75.14262211243792,39.998367852919884,232,Fior Mini Market,3064 N 7th St,3,Enhanced,19133
-75.142352033878467,39.973799283498082,233,Four Jefferson Mini Market,1500 N 4Th St,3,Certification,19122
-75.130652616365396,40.035585271037718,234,Fouta Food Market,5549 N 5th St,1,Basic,19120
-75.099967183489653,39.998985665207584,235,Franchiany Food Market,3643 Frankford Ave,3,Enhanced,19134
-75.123641163502299,40.04497695016147,236,Franciela Grocery,200 W Godfrey Ave,2,Basic,19120
-75.1212319346794,39.992244256632091,237,Frank Market Inc,2850 Kensington Ave,2,Basic,19134
-75.10332364801539,39.996789854480539,238,Frankford Deli Grocery,3501 Frankford Ave,3,Enhanced,19134
-75.140504584102871,40.011089899654081,239,Franklin Mini Mkt,3900 North Franklin Street,1,Basic,19140
-75.147201397565212,39.982928731228512,240,Friend Mini Market,2063 N 8th St,1,Basic,19122
-75.117671182326077,39.999085030300392,241,Friendly Corner,664 E Cornwall St,2,Certification,19134
-75.158326774894277,39.922044373982146,242,Friendly Market,2135 S 7Th St,1,Basic,19148
-75.129412566962145,39.997609072527524,243,Front Street Grocery Store Inc,3123 N Front St,3,Enhanced,19133
-75.160918957061739,39.924849744720809,244,Fruit & Veggies to You,1945 S 9th St,3,Certification,19148
-75.037497774845178,40.081440497041633,245,Fruit And Produce Inc.,1916 Welsh Rd Ste 11,3,Enhanced,19115
-75.154128630633537,39.926470181973343,246,Fuji Food Market,1741 S 5Th St,2,Basic,19148
-75.18278754402543,39.933974827745445,247,G & N Grocery Deli,1438 S 23rd St,1,Basic,19146
-75.114731063273695,39.999864770232783,248,G and Ontario Grocery,3401 G St,3,Enhanced,19134
-75.167385723844987,39.996720938609855,249,G&F Grocery,2768 N 22nd St,3,Enhanced,19132
-75.237445129370968,39.967898792664968,250,Garcia Food Market,401 N 59th St,2,Basic,19151
-75.127203372090648,40.001501684221239,251,Garcia Grocery,177 E Ontario St,1,Basic,19134
-75.140932656415515,40.009527512835859,252,Garcia Grocery,734 W Butler St,1,Basic,19140
-75.124112887506129,40.00110654115786,253,Garcia Grocery,315 E Ontario St,3,Enhanced,19134
-75.174610300487657,39.9673033229422,254,Garden Fresh,2244 Fairmount Ave,2,Basic,19130
-75.041160432757962,40.030842322839931,255,Georges Deli,4419 Princeton Ave,3,Enhanced,19135
-75.173824157090692,40.036791527795465,256,Germantown Eden Produce,35 E Chelten Avestore A,2,Basic,19144
-75.173824157090692,40.036791527795465,257,"Giant Dollar Plus, Inc.",35 E Chelten Ave,2,Basic,19144
-75.176030418461622,39.933193572335384,258,Gil Grocery #2,1426 S 19th St,1,Basic,19146
-75.139425754947709,40.012508120269686,259,Gils Deli,4001 N 7Th St,3,Enhanced,19140
-75.085179559815487,40.060111489663932,260,Glorious International Store,7223 Rising Sun Ave,3,Enhanced,19111
-75.154346566836466,39.962254170165615,261,Golden Bridge Grocery,551 N 10th St,3,Enhanced,19123
-75.137551101727908,40.013782247973964,262,Gomez Grocery,4100 N 6Th St,1,Basic,19140
-75.153428677230181,40.029522663765114,263,Gomez Grocery,1801 W Albanus St,1,Basic,19141
-75.140565954239719,39.993825616338043,264,Gomez Grocery,2800 N Reese Street,2,Basic,19133
-75.124503562831435,39.984799788862851,265,Gomez Grocery,2572 Frankford Ave,3,Enhanced,19125
-75.253010105885878,39.976389361229316,266,Gomez Grocery,6621 Lebanon Ave,3,Enhanced,19151
-75.162833519084728,40.022702772523985,267,Gomez Supermarket,4562 Wayne Ave,3,Enhanced,19144
-75.127387773936206,40.041765836686437,268,Gonzalez Grocery,5963 N 4Th St,1,Basic,19120
-75.107241434379446,40.02727763527885,269,Gonzalez Mini Market,5144 Whitaker Ave,1,Basic,19124
-75.212340867971747,39.94123962243301,270,Good Neighbor Mini Mart,4837 Woodland Ave,3,Certification,19143
-75.196423974353962,39.96591474829696,271,Good Neighbor Supermarket,3701 Fairmount Ave,3,Enhanced,19104
-75.155760449908882,40.022469414539053,272,Gratz Mini Market,4500 N Gratz St,2,Basic,19140
-75.177780711410719,40.034855133180812,273,Green Grocer,5810 Greene Stste 1,1,Basic,19144
-75.221588933074003,39.961258678049369,274,Gregory Grocery,5027 Arch St,3,Enhanced,19139
-75.118054898805582,40.030789371618013,275,Guerrero Grocery,5324 Rising Sun Ave,1,Basic,19120
-75.166706418052485,39.920999916357012,276,Guidos Mini Market,2314 S 12Th St,3,Enhanced,19148
-75.241394368045377,39.929086332317773,277,Gutierrez & Espinal LLC,1772 S 65Th St,1,Basic,19142
-75.146626690409349,40.03025994396463,278,Ha Has Market,5035 N Broad St,3,Enhanced,19141
-75.162058546960935,39.920098485927738,279,Hai Yan Grocery,2330 S 9th St,2,Basic,19148
-75.191308281207554,39.962227222028091,280,Hamilton Express Deli LLC,3401 Hamilton St,3,Enhanced,19104
-75.109819656212039,39.988350938697295,281,Hanks Deli,2300 E Clearfield,3,Enhanced,19134
-75.080104344840137,40.018461892409519,282,Harrison Food Market,1647 Harrison St,2,Basic,19124
-75.173434660874591,39.940976172440976,283,Harrys House,1847 Christian St,2,Basic,19146
-75.069517340504248,40.05323554823979,284,Harrys Natural Health,1805 Cottman Ave,2,Basic,19111
-75.100867472307939,40.006392235725698,285,Health Food International,3939 M St,1,Basic,19124
-75.178235211055906,40.04095577532712,286,Healthy Nutrition LLC,25 E Walnut Ln,2,Basic,19144
-75.232925756909154,39.941516738647053,287,Hernandez Grocery,5700 Hadfield St,2,Basic,19143
-75.127644940513477,40.003006573242779,288,Hernandez Grocery #1,118 E Tioga St,3,Enhanced,19134
-75.128276510664392,40.003090037697611,289,Hernandez Grocery #2,100 E Tioga St,2,Basic,19134
-75.120577905452265,39.995853560002615,290,Herrera Grocery,3101 Rorer St,3,Enhanced,19134
-75.123119833143392,40.02296762984755,291,Hersheys Ice Cream Grocery,146 E. Louden St,1,Basic,19120
-75.133509499355782,40.017971396692722,292,Higueyana Mini Market,426 W Cayuga St,3,Enhanced,19140
-75.243014580069229,39.95148062865151,293,HoHo Market,648 S 60th St,3,Enhanced,19143
-75.11595482623899,39.997380625019495,294,Hongs Market,769 E Hilton St,2,Basic,19134
-75.162329623644368,39.9659691475645,295,Hot Spot Grocery & Deli,655 N 15th St,1,Basic,19130
-75.114729848322099,39.99581061337561,296,Humphries,3130 Kensington Ave,2,Basic,19134
-75.249961787222276,39.988772418927027,297,Hwan J Kims Fd Mkt,2123 N 63Rd St,2,Basic,19151
-75.227219973237482,39.980091605511291,298,I and S mini Market,5256 W Jefferson St,2,Basic,19131
-75.11377176129713,39.992916652023446,299,Ily Grocery Store,3101 Emerald St,3,Enhanced,19134
-75.139408599888085,39.995980249687101,300,Indiana Food Market,2952 N 5th St,3,Certification,19133
-75.164618420411301,39.99992725146322,301,Indiana Grocery,2066 W Indiana Ave,2,Basic,19132
-75.10954812133798,39.984730599652409,302,Indiana Joes,2501 E Indiana Ave,3,Enhanced,19134
-75.17290188269584,40.00106717361885,303,Indiana Mini Market,3001 N 26Th St,3,Enhanced,19132
-75.144124627704315,39.997356126972925,304,Indiana Street Mini Market,801 W Indiana Ave,2,Basic,19133
-75.240355314764187,39.915117158611793,305,J & D Market,7200 Elmwood Ave,3,Enhanced,19142
-75.101817266667112,40.044537743020662,306,J & F Business,5921 Rising Sun Ave,3,Enhanced,19120
-75.134230487668674,39.994541324409035,307,J & J Deli Grocery,201 West Cambria St,3,Enhanced,19133
-75.176114619482746,40.02785108359997,308,J & J Family Grocery,301 W Coulter St,1,Basic,19144
-75.153622917805777,40.047340221654181,309,J & J Grocery,2001 W Spencer St,3,Enhanced,19138
-75.170732321949515,39.965041346782222,310,J & K Food Market,2001 Green Street,3,Certification,19130
-75.164405749962413,39.987401036805871,311,J & M Convenience Store,1907 W Susquehanna Ave,2,Basic,19121
-75.174566551563586,39.984009629588947,312,J & M Deli Grocery,2451 W Berks St,2,Basic,19121
-75.200890205230095,39.97302677440809,313,J & R Food Market,3874 Poplar St,1,Basic,19104
-75.07645722939499,40.016425583054449,314,J & R Mini Market,1838 Harrison St,2,Basic,19124
-75.130101790227926,40.038045193091449,315,J & S Fish and Fruit Market,5701 N 5th St,3,Certification,19120
-75.109728851826773,39.988397856089819,316,Jaquez Deli Grocery,2301 E Clearfield St,2,Basic,19134
-75.127103473251807,40.02864836142426,317,Jaquez Family Grocery,5134 N 2nd St,1,Basic,19120
-75.121449448784134,40.044792254932695,318,Jaquez Grocery,143 West Godfrey Ave,1,Basic,19120
-75.172539991346568,40.039595487752905,319,Jaquez Grocery,301 E Price St,1,Basic,19144
-75.226990914024043,39.925373272029255,320,Jaquez Grocery,2435 S 62nd St,2,Basic,19142
-75.156497473508608,40.000121657664728,321,Jaquez Mini Market,3061 N 16th St,2,Basic,19132
-75.225256110039368,39.938118034252284,322,Jaquez Mini Market,5535 Chester Ave,3,Enhanced,19143
-75.162380702021053,39.925526014093634,323,Jd Grill & Deli Inc,1913 S 10Th St,1,Basic,19148
-75.136488794485587,40.026225945044871,324,J-Di Deli #1,700 W Rockland St,2,Basic,19120
-75.215618421551056,39.944888871551441,325,Jennifer Grocery,4823 Chester Ave,3,Certification,19143
-75.11104231316925,39.999407208535793,326,Jeremy Grocery,965 E Ontario St,2,Basic,19134
-75.141132654568807,40.013542769660944,327,Jerez Grocery,4056 N Darien St,3,Enhanced,19140
-75.119315948264415,39.997227503078761,328,Jerrys General,600 E Allegheny Ave,1,Basic,19134
-75.117551905520486,39.996555538845492,329,Jhoanny Grocery,3130 F St,3,Enhanced,19134
-75.147146329510392,40.043387707551098,330,Johanny Grocery Store,1601 Nedro Ave,2,Basic,19141
-75.22468677113072,39.965761800707376,331,Jonalis Grocery,315 N 52nd Street,2,Basic,19139
-75.152584820548071,39.917424285010505,332,Jose Vargas Deli,2438 S 3Rd St,2,Basic,19148
-75.161343028273649,39.993225066855267,333,Joselin Groceries,2600 N 18th St,3,Enhanced,19132
-75.129135704420776,40.001670497648121,334,Joselin Grocery,106 W Ontario St,3,Enhanced,19140
-75.244762081551229,39.983871420441488,335,Joseph P Giordano Jr,6154 Lancaster Ave,1,Basic,19151
-75.162592033072499,39.917658087156163,336,Josies Food Market,2554 S 9Th St,3,Enhanced,19148
-75.159691932185609,40.057103758111751,337,Josue Grocery,6672 Cornelius St,2,Basic,19138
-75.139030144387533,39.988824874410227,338,Josue Grocery,401 W Cumberland St,3,Enhanced,19133
-75.131454384365526,40.031891550111879,339,Joy & Smile Deli,5301 N 5th St,3,Enhanced,19120
-75.176987355550338,39.928274783292572,340,JR Food Market,1825 S 19Th St,2,Basic,19145
-75.17423583436684,39.934073820593852,341,Juan Carlos Gomez Grocery,1344 S. 18th Street,2,Basic,19146
-75.232766945021794,39.943823660211564,342,JW Supermarket,1135 S 56Th St,2,Basic,19143
-75.035579483751675,40.035901132795239,343,Kailas Place,4300 Loring St,2,Basic,19136
-75.120354073300177,40.02425617918599,344,Kailyn Grocery,253 E Rockland St,3,Enhanced,19120
-75.184489308824666,39.977853673255915,345,Karen Mini Market,1400 N 30th St,2,Basic,19121
-75.136548393757408,40.015284743633828,346,Karina Grocery,4200 N Fairhill St,2,Basic,19140
-75.117013067416138,40.001215996959317,347,Keim Food Market,3469 Keim St,2,Basic,19134
-75.17339220680428,40.026196265824602,348,Kil Lee Market,5254 Pulaski Ave,2,Basic,19144
-75.178552852306467,39.941534829405448,349,"Kim Vans Café, Grocery & Deli",2148 Christian St,2,Basic,19146
-75.223387794869282,39.937919376034792,350,Kingssesing Food Market,1550 S 55th St,2,Basic,19143
-75.242951258514566,39.968499046047526,351,Koury Grocery,6152 Callowhill St,2,Basic,19151
-75.158741167688802,39.989838924887323,352,L K Mini Market #1,2401 N 16th St,3,Enhanced,19132
-75.159178801173397,39.932718596817288,353,L M Grocery Store,1309 S 9th St,1,Basic,19147
-75.11593757066926,40.023228440595979,354,L&M Food Market,4863 D St,3,Enhanced,19120
-75.115413984723247,39.994817617349831,355,La Bodega,1813 E Clearfield St,3,Enhanced,19134
-75.166162725975667,39.930853539186515,356,La Fortuna,1548 S 13th Street,1,Basic,19147
-75.170436862064676,39.934485206745947,357,La Fuerza,1540 Wharton St,3,Enhanced,19146
-75.170513024403022,39.935799808262367,358,La Fuerza Grocery,1213 S 16th St,1,Basic,19146
-75.168649282525095,39.934343826602571,359,La Meca Food Market,1429 Wharton St,2,Basic,19146
-75.133165250325419,40.002185082513748,360,La Original Grocery,212 W Ontario St,1,Basic,19140
-75.145323988772844,39.977127733755196,361,La Sienega Deli Grocery #1,601 Cecil B Moore Ave,1,Basic,19122
-75.203929041451346,39.972345424353584,362,La Super Big Manny Grocery Store,1013 N 40th St,2,Basic,19104
-75.144088465829924,39.970133070856811,363,Lawrence Bakery Inc.,423 W Girard Ave,1,Basic,19123
-75.120190074700233,40.022672472815707,364,LCM Grocery,4800 B St,2,Basic,19120
-75.106185510618786,39.996278693268792,365,Ledesma Grocery,2023 E Ontario St,3,Enhanced,19134
-75.146145309247643,40.029471122245013,366,Leemas Market,5010 Old York Rd,3,Enhanced,19141
-75.131848405900712,39.986340072104483,367,"Lees Food Cart, Inc.",2401 N Front St,3,Certification,19133
-75.187081775049961,40.037090245041895,368,Lees Market,280 W Washington Ln,1,Basic,19144
-75.178064120121491,39.997032211710724,369,Lehigh Avenue Supermarket,2837 West Lehigh Avenue,3,Enhanced,19132
-75.129293395211846,39.983399228021021,370,Leotahs Place,2033 E York St,2,Basic,19125
-75.236251193775288,39.924297404338262,371,Liberty African Grocery,6629 Woodland Ave,3,Enhanced,19142
-75.143384030198987,39.965349305875833,372,Liberty Deli,326 Poplar St,2,Basic,19123
-75.242809972857515,39.926379199577916,373,Liberty Mini Market,1838 S 68th St,3,Enhanced,19142
-75.09920921419787,40.011994108549736,374,Linda Deli,1412 E Bristol St,2,Basic,19124
-75.162353515517395,39.914996967129134,375,Lins Grocery Store,2746 S Darien St,3,Enhanced,19148
-75.080270087734249,40.044926140533278,376,LiS Market,1201 Magee Ave,3,Enhanced,19111
-75.138826286981782,39.987268441688222,377,Lisseth Grocery,313 W York St,3,Enhanced,19133
-75.158048710345682,39.916455232618873,378,Little Petes Deli,2600 S 6Th St,2,Basic,19148
-75.14494873834505,39.998380481555508,379,Lopez Grocery,3062 N 9th St,3,Enhanced,19133
-75.104090845745816,39.999386395853072,380,Lopez Grocery,3539 Jasper St,3,Enhanced,19134
-75.164899106574339,39.987384400459959,381,Lora Mini Market,1920 W Susquehanna Ave,3,Enhanced,19121
-75.129383899239429,39.983351967084396,382,Los Amigos Grocery,2036 E York St,1,Basic,19125
-75.091186833122379,40.022669873241718,383,Los Amigos Market,1034 Foulkrod St,3,Enhanced,19124
-75.154750723036145,39.924145296206149,384,Los Coyotes,1924 S 5Th St,2,Basic,19148
-75.163003283640037,39.921019800692072,385,Los Gallos,951 Wolf St,2,Basic,19148
-75.075381768730296,40.017704664287031,386,Los Manueles Grocery,1829 Wakeling St,1,Basic,19124
-75.113052402928318,40.000215058748758,387,Lucas Grocery,875 E Russell St,3,Enhanced,19134
-75.106000096335748,40.008093254538728,388,Luzerne Food Market,1126 E Luzerne St,3,Enhanced,19124
-75.217942892056101,40.03065691357083,389,Lyceum Mart & Deli,391 Lyceum,2,Basic,19128
-75.210399206587923,40.024695012632947,390,M & M Food Market,458 Markle St,3,Enhanced,19128
-75.235432762239668,39.948428295584407,391,M & U Mini Market,801 S 56th St,3,Enhanced,19143
-75.142962962651325,40.00987110098179,392,M.P. Grocery,911 W Butler St,2,Basic,19140
-75.120849470525215,39.991010665640196,393,MAC Grocery,1854 Hart Ln,3,Enhanced,19134
-75.172526530480923,40.044507914629527,394,Magnolia Variety Store,461 E High St,1,Basic,19144
-75.110570131352262,40.019322508782757,395,Malyah Grocery,4669 G St,3,Enhanced,19120
-75.249911807865629,39.988679442804546,396,Mama Deli,2117 N 63rd St,3,Enhanced,19151
-75.084830554530981,40.009449323560084,397,Manabao Food Market,1900 Church St,1,Basic,19124
-75.114238869608215,39.991200134600497,398,MAO Grocery,3050 Frankford Ave,3,Enhanced,19134
-75.116462764043078,40.017888919842001,399,Marcela Market,4566 D Street,1,Basic,19120
-75.076248730381749,40.007664084367114,400,Margaret Mini Market,2300 Margaret Street,1,Basic,19137
-75.139594573610964,39.994614758913194,401,Marias Grocery,2863 N 5Th St,3,Enhanced,19133
-75.154325724149643,39.932826022359336,402,Maries Grocery Store,1229 S 6th St,3,Enhanced,19147
-75.217709247754939,39.948521282451203,403,Mariposa Inc,4726 Baltimore Ave,2,Basic,19143
-75.242012238459651,39.962174523200545,404,Market Grocery,6033 Market St,2,Basic,19139
-75.126427530197915,40.001314724054509,405,Marlins Deli,208 E Ontario St,1,Basic,19134
-75.153003103538666,39.995339438022157,406,Martinez Food Market Inc,1328 West Somerset St,2,Basic,19132
-75.167296550572928,39.98075786842319,407,Martinez Grocery,1752 N 20th St,2,Basic,19121
-75.234988195579191,39.974980653310865,408,Martinez Grocery,1501 N 57Th St,2,Basic,19131
-75.142573174374377,39.995618822566669,409,Martinez Grocery,647 West Cambria St,3,Enhanced,19133
-75.181988771548163,39.927196509681004,410,Martinez Grocery,2000 S Beechwood St,3,Enhanced,19145
-75.234557129102555,39.972090026291689,411,Martinez Mini Market,1300 N 57Th St,1,Basic,19131
-75.123062662754222,39.996165250092432,412,Martinez Mini Market,417 East Clearfield St,2,Basic,19134
-75.138263502982525,39.972325783777734,413,Master St. Mini Mart,178 W Master St,3,Enhanced,19122
-75.230654205524331,39.973828282141191,414,Maximino Food Market Inc,5453 Master St,2,Basic,19131
-75.218470185661317,39.936689542417277,415,MDA Gocery,5358 Woodland Ave,2,Basic,19143
-75.154962427976812,40.050547623329145,416,Medary Deli Grocery,2067 Medary Ave,3,Enhanced,19138
-75.138383900340742,40.054761711099381,417,Memas Treats,1260 Oak Lane,3,Enhanced,19126
-75.137016092361648,39.981667120413974,418,Mendoza Grocery,2066 N 2nd St,3,Enhanced,19122
-75.169510541352309,39.9826861838092,419,Mercado Food Market,1859 N Van Pelt St,2,Basic,19121
-75.226064188467703,39.954599252622785,420,Mezquita Grocery,300 S 52nd St,1,Basic,19143
-75.173551344871711,39.922293730080042,421,Mi Pals Deli,2300 S 16th St,2,Basic,19145
-75.128767506371631,39.991929395388262,422,Mi Tierra Food Market # 2,2750 A St,3,Enhanced,19134
-75.103177215013318,40.03927307379589,423,Michael Food Market,599 E Godfrey Ave,3,Enhanced,19120
-75.135072151760397,39.980441693320735,424,Michelle Grocery,147 W Norris St,3,Enhanced,19122
-75.165926542633457,39.931400441282435,425,Michelles Market,1501 S 13th St,3,Enhanced,19147
-75.230266525361884,39.969059287944134,426,Mini Market Rodriguez,601 N 55Th St,3,Enhanced,19131
-75.146963508811538,39.989179212576943,427,Mini Mart,2445 Germantown Ave,1,Basic,19133
-75.104535407230443,39.986403467159121,428,Misniks Deli,2530 E Allegheny Ave,3,Enhanced,19134
-75.21252857117814,39.955403673144268,429,Mohamed Halals Center,4525 Walnut St,3,Enhanced,19139
-75.173105173363993,39.929164855221565,430,Mohamed Market,1754 S Chadwick St,2,Basic,19145
-75.164573962255119,39.92332408855529,431,Moms Variety,1101 Cantrell St,1,Basic,19148
-75.122148709951134,40.022349528263632,432,Mon & Keo Grocery,4745 A St,2,Basic,19120
-75.228481312675783,39.958942344039521,433,Montesinos Super Market Inc.,5351 Chestnut St,2,Basic,19139
-75.156450902730171,40.022555749538981,434,Mora Mini Market Inc,4501 N 19Th St,1,Basic,19140
-75.134978066705301,39.978879411178447,435,Morel Deli Market,1901 Waterloo St,3,Enhanced,19122
-75.118039797420607,40.020829191209721,436,Morevalue Inc,405 E Wyoming,2,Basic,19120
-75.231873403565572,39.986074294459883,437,Morgans Fruits & Vegetables,1921 N 54Th St,3,Enhanced,19131
-75.176332783507775,40.045476211302336,438,Morton Food Market,6201 Morton St,2,Basic,19144
-75.130109027763879,39.977081654709337,439,Mr. Bills Deli,1638 E Berks St,1,Basic,19125
-75.167890065719362,39.963174671462646,440,Museum Market,1800 Spring Garden St,3,Certification,19130
-75.178995686290804,39.994905116265883,441,Mv Grocery Inc,2563 N 29Th St,2,Basic,19132
-75.243772477919237,39.967126164249869,442,Nadias Market Inc.,6201 Vine St,3,Enhanced,19139
-75.159371840433579,39.917267234951765,443,Nameste Grocery,2553 S. 7th St.,1,Basic,19148
-75.227224725482245,39.948492933811423,444,Natural Coffee Landmark Plus,715 S 52nd St,3,Enhanced,19143
-75.269189247912351,39.98000374383912,445,Natures Nutrition Centers,7596 Haverford Ave,2,Basic,19151
-75.155922671024868,40.043787380389588,446,Nedro Mini Market,5900 N 21St St,2,Basic,19138
