X,Y,OBJECTID,OFFICIAL_STORE_NAME,STORE_ADDRESS,CDC_STORE_LEVEL,CATEGORY,ZIP
-75.162752736390999,40.044163519137214,447,Neighborhood Deli Grocery,5600 Chew Ave,3,Enhanced,19138
-75.174835255914061,40.004395574093429,448,Neighbors Supermarket,2724 W Allegheny Ave,2,Basic,19132
-75.113102296401109,40.02013423848598,449,Nelson Mini Market,626 E Wyoming Ave,2,Basic,19120
-75.166970867761336,39.990899978054209,450,New Life Food Market,2101 W York St,3,Enhanced,19132
-75.13316826491824,40.041552007709129,451,New Life Grocery,5882 N 7th St,2,Basic,19120
-75.139106458912693,40.0580746312027,452,New Shopexpress,6900 Old York Rd,3,Enhanced,19126
-75.130373903427511,40.037341636096173,453,New York Deli,5656 N 5th St,3,Certification,19120
-75.213764384025581,39.949039795044975,454,Nigerian African Food Market,4517 Baltimore Ave,3,Enhanced,19143
-75.231914203083676,39.927229483582266,455,Ninas Grocery & Variety,6306 Woodland Ave,3,Enhanced,19142
-75.171756636274154,39.998770936458079,456,Noah Grocery II,2863 N 25th St,2,Basic,19132
-75.163549870992924,39.990470174707724,457,Norris St Convenience Store,2400 N 19th St,2,Basic,19132
-75.16081069234427,39.988484001752198,458,North Dauphin Grocery Inc,1702 W Dauphin St,2,Basic,19132
-75.171473069661616,39.92959819434305,459,Nu Mini Market,1542 Morris St,1,Basic,19145
-75.144159171612714,39.970142013627182,460,Nuevo Amanecer Deli Supermarket,429 W Girard Ave,3,Enhanced,19123
-75.143982002354974,39.987935470403237,461,Nuñes Grocery,617 W York St,3,Enhanced,19133
-75.168699342127496,39.940308453623729,462,Nunez Grocery,1544 Christian St,1,Basic,19146
-75.126111032343317,39.994992598516376,463,Nunez Grocery,3000 B St,3,Enhanced,19134
-75.169838316746024,39.924273445695412,464,Nuts About You,2110 S Broad St.,2,Basic,19145
-75.152416659868152,40.063284216449986,465,Ogontz Convenience Mart,7153 Ogontz Ave,2,Basic,19138
-75.173194097353189,39.934838672704828,466,Olivares Food Market,1718 Wharton St,3,Certification,19146
-75.145187166782563,39.983197006836058,467,Ortega Grocery #2,642 Diamond St,1,Basic,19122
-75.180602941555819,39.980228049307783,468,Oxford Mini Market,2801 W Oxford St,1,Basic,19121
-75.138127083471488,40.0249967374588,469,P & R Grocery,4800 N 8th St,3,Enhanced,19120
-75.15876353930129,40.013613373988605,470,P&P Mini Market,1900 W Hunting Park Ave,1,Basic,19140
-75.125006091013276,39.991820161248704,471,Paisano #3,351 E Somerset St,2,Basic,19134
-75.141089713579774,39.962098601024131,472,Palm Tree Market,717 N 2nd St,2,Basic,19123
-75.232347559645746,39.969770463757165,473,Papi Food Market,641 N 56th St,1,Basic,19131
-75.229836791764427,39.93890632193439,474,Papis Grocery,5701 Warrington Ave,2,Basic,19143
-75.155016723502555,40.018115205013281,475,Papis Mini Market,4201 Germantown Ave,3,Enhanced,19140
-75.079033699709228,40.028593238335745,476,Papos Grocery,1601 E Cheltenham Ave,2,Basic,19124
-75.174758465657618,39.912097128894949,477,Pastificio,1528 Packer Ave,2,Basic,19145
-75.215627052974753,40.026216040781833,478,Pats Place,4200 Manayunk Ave,3,Enhanced,19128
-75.156987870168194,40.051975192754682,479,Pena Grocery,2139 E Chelten Ave,3,Enhanced,19138
-75.141707245981891,40.000118831238829,480,Pena Grocery #2,640 W Allegheny Ave,3,Enhanced,19133
-75.105115416624159,39.998879425679434,481,Pena Toribio Grocery,1901 E Tioga St,3,Enhanced,19134
-75.149936785316612,39.929863213009519,482,Pennsport Market,1425 E Moyamensing Ave,3,Enhanced,19147
-75.191557111161671,39.964092325365009,483,Peralta Food Market,601 N 34th St,1,Basic,19104
-75.083812833175529,40.030446268431803,484,Peralta Food Market,5451 Rutland St,1,Basic,19124
-75.141881087014056,39.984493330414274,485,"Peralta Food Market, Inc.",501 W Susquehanna Ave,3,Enhanced,19122
-75.168984757548472,40.003640099036332,486,Peralta Grocery,2400 W Allegheny Ave,3,Enhanced,19132
-75.113881313687742,39.986293065689672,487,Peralta Grocery,2916 Tulip St,3,Enhanced,19134
-75.139910915233074,40.006214472002142,488,Peralta Grocery,621 W Venango St,3,Enhanced,19140
-75.112246240930773,39.986077502795936,489,Peralta Julio Alberto,2981 Memphis St,3,Enhanced,19134
-75.167711689320626,39.987180869521346,490,Peraltas Grocery,2163 N 21St St,2,Basic,19121
-75.101262116186703,39.998245972493393,491,Philadelphia Mini Market,3600 Frankford Ave,2,Basic,19134
-75.159280012351658,39.932225366535974,492,Philamex Grocery Store Inc,1341 S 9th St,3,Enhanced,19147
-75.156473773186377,39.989458068631379,493,Phillys Choice Deli,1422 West York St.,3,Enhanced,19132
-75.134537083702568,40.017803293080682,494,Phillys Food Market,4353 N 5Th St,3,Enhanced,19140
-75.141451307985463,39.992313680699112,495,Phillys Mini Market,2701 N Fairhill St,3,Enhanced,19133
-75.170208455812016,39.933290539295967,496,Phong Grocery,1519 Reed St,1,Basic,19146
-75.144511116788109,39.98953710181668,497,Pichardo Food Market,701 W Cumberland St,1,Basic,19133
-75.214445857506661,39.948977481415042,498,Pickles and Pies Deli,4533 Baltimore Ave,1,Basic,19143
-75.228297637476132,39.918513118607493,499,Pirela Food Market,6600 Guyer Ave,3,Enhanced,19142
-75.224594078870908,39.961103134808461,500,PM Food Market Inc,61 N 52nd St,3,Enhanced,19139
-75.179949535445459,39.9341576507125,501,Point Breeze Supermarket,1426 Point Breeze Ave,,,19146
-75.153570940043537,39.965795856932196,502,Polo Food Market,727 N 10th St,3,Certification,19123
-75.17414147507327,39.980841455866802,503,Popex Mini Market,2401 Cecil B Moore Ave,3,Enhanced,19121
-75.153768253545024,39.928570367531528,504,Popreak Grocery,1600 S 5th St,3,Enhanced,19148
-75.156551506681112,40.051872232825851,505,Pretty Marys 24/7 Neighborhood Store,2126 E Chelten Ave,3,Enhanced,19138
-75.029658449697521,40.040918306102071,506,Providence African Market,7918 Frankford Ave,2,Basic,19136
-75.148627471811722,39.940698048918442,507,Queen Village Food Market,339 Bainbridge St,3,Enhanced,19147
-75.148370555345608,39.936373745157979,508,Queen Village Mini Market & Deli,246 Christian St,3,Enhanced,19147
-75.118238384546402,39.993790361676048,509,Quick Stop 3 Inc,3001 Kensington Ave,3,Certification,19134
-75.139921249710568,39.969617481755044,510,Quince Fine Foods,209 W Girard Ave,2,Basic,19123
-75.104913027012174,40.042586080435363,511,R & M Food Market,5754 Rising Sun Ave,3,Enhanced,19120
-75.109918798711774,40.027262284158823,512,R&W,5087 F St,1,Basic,19124
-75.128065650224542,40.001527401424141,513,Rafa Grocery,116 E Ontario St,3,Enhanced,19134
-75.124780652153746,40.001193413985149,514,Rafael Mini Mart,3400 B St,2,Basic,19134
-75.156752768752639,40.006854860963657,515,Ramirez Grocery,1701 W Tioga St,3,Enhanced,19140
-75.147709536394672,39.973103507792075,516,Ramon A. Gonzalez Enterprises Inc,1400 N 7th St,2,Basic,19122
-75.184401442004244,39.928759201787045,517,Ranacaro Grocery Store,1901 S Bonsall St,2,Basic,19145
-75.221359065998143,39.93464972034495,518,Rays Grocery,5540 Woodland Ave,1,Basic,19143
-75.16082577784222,39.925729233562762,519,Reds Hoagies & Groceries,1900 S 9th St,2,Basic,19148
-75.180762682671883,39.934953581242993,520,Reed Mini Market,1341 S 22Nd St,2,Basic,19146
-75.233127360775285,39.97355642453708,521,Reyes Grocery,5601 Master St,2,Basic,19131
-75.115190550418035,40.025038878957091,522,Ricardos Mini Market,5000 Gransback St,3,Enhanced,19120
-75.175097250445077,39.937008403222471,523,Right Triangle,1201 S 19Th St,1,Basic,19146
-75.161858850442286,39.928379322851171,524,Rios Food Market,1700 S 10th St,1,Certification,19148
-75.140100362686056,40.012594005073993,525,Rios Grocery Store,715 W Luzerne St,2,Basic,19140
-75.158984555887912,39.91952802113957,526,Rising Sun Grocery,2348 S 7Th St,3,Enhanced,19148
-75.146742932302786,40.004996324665015,527,Rising Sun Mini Market,3428 N 11Th St,2,Basic,19140
-75.176382330451716,40.004692367783477,528,Rodriguez Grocery,2839 W Allegheny Ave,2,Basic,19132
-75.226458939366026,39.961868880212521,529,Rodriguez Grocery,101 N 53rd St,2,Basic,19139
-75.176429782470009,39.975421981966271,530,Rodriguez Grocery,2438 W Thompson St,3,Enhanced,19121
-75.185311211971126,39.996306089124772,531,Rodriguez Grocery,2601 N 33rd St,3,Enhanced,19132
-75.172540677732755,39.997951458321808,532,Rodriguez Mini Market,2513 W Somerset St,1,Basic,19132
-75.18205234364558,39.981433370907403,533,Rodriguez Mini Market,1646 N 29Th St,3,Enhanced,19121
-75.14931465704521,40.057000773140231,534,Rodriguez Mini Market #4,6731 Ogontz Ave,2,Basic,19126
-75.180328455757362,39.981634375932757,535,Rodriguez Supermarket,1700 N 28th St,2,Basic,19121
-75.126531412123413,40.02045682749646,536,Rodriguez Variety,4600 Rising Sun Ave,3,Enhanced,19140
-75.182208979590911,39.992789041859439,537,Rogelio Mini Market,3034-36 W York Street,3,Enhanced,19132
-75.116694465906747,39.991405216550547,538,Romano Grocery,2000 E Orleans St,1,Basic,19134
-75.234176739795373,39.915252064820429,539,Romano Grocery,6935 Dicks Ave,1,Basic,19142
-75.104114030536095,40.007948498308515,540,Romanos Grocery,1219 E. Luzerne Street,3,Enhanced,19124
-75.1436827021857,40.054938272324208,541,Rosario Grocery,1545 Kinsdale St,2,Basic,19126
-75.144300582029601,39.970159899910946,542,Rosas Pretzel Bakery And Deli,441 W Girard Ave,3,Enhanced,19123
-75.140641327788288,40.013479878020689,543,Roselix Grocery,4056 N 8Th St,3,Enhanced,19140
-75.159635031225193,39.937994707104707,544,Rosies Market,1001 S 10th St,2,Basic,19147
-75.192722045421931,39.966235230372355,545,Ruben Groceries,3412 Fairmount Ave,2,Basic,19104
-75.230247310707213,39.932515883930243,546,S&P Grocery Inc,6000 Kingsessing Ave,2,Basic,19142
-75.158975540051046,39.926306942808061,547,Sagrado Corazon Grocery Store Inc,1815 S 8Th St,2,Basic,19148
-75.180204743480232,39.977300184085919,548,Sajoma Grocery,1400 N Etting St,1,Basic,19121
-75.160617521435896,39.96632940125351,549,Sals Produce Plus Inc,676 N Broad St,3,Enhanced,19130
-75.229671790520598,39.936772974692339,550,Samana Food Market,1801 S 58th St,3,Enhanced,19143
-75.21939860389918,39.93615075268054,551,Samiches Deli Inc,5411 Woodland Ave,2,Basic,19143
-75.121829559644596,40.023866453843624,552,Sams Grocery Store,4847 A St,2,Basic,19120
-75.130455093669326,39.99328766586158,553,Sams Supermarket,2852 N Front St,3,Enhanced,19133
-75.16705698961654,39.924092701773858,554,San Agus Mini Market,1247 Snyder Ave,2,Basic,19148
-75.171065573231303,39.930801262429355,555,San Lucas Grocery Inc,1526 Tasker St,2,Basic,19145
-75.140266331465426,39.987454970441064,556,San Miguel Deli,425 W York St,3,Enhanced,19133
-75.159851984870826,39.922849186174375,557,San Miguel Mini Market Inc,2108 S 8Th St,3,Enhanced,19148
-75.21436689348667,39.957108952990204,558,Sanchez Mini Market,4630-32 Chestnut St,1,Basic,19139
-75.117575722913784,40.02445792122159,559,Santana Deli & Grocery,4948 C St,1,Basic,19120
-75.169629875740853,39.930701097051042,560,Santos Grocery,1443 Tasker St,2,Basic,19145
-75.129550844717045,39.996986531829847,561,Saury Inc,3101 N Front St,3,Enhanced,19133
-75.233421161404962,39.920092393560338,562,Sekpeh Prosperity #1,6715 Elmwood Ave,3,Enhanced,19142
-75.159306424750199,39.917891849295337,563,Seven & Porter Mini Market,700 W Porter St,2,Basic,19148
-75.174998828475935,39.98253950103382,564,SH & FY Inc.,2449 Ridge Avenue,3,Enhanced,19121
-75.112236797194356,39.995138194690014,565,Shachary Grocery,1900 E Allegheny Ave,1,Basic,19134
-75.058462304496032,40.018036357986631,566,Shao Ping Grocery,6017 Torresdale Ave,2,Basic,19135
-75.23066721540026,39.922040010481858,567,Shemas Convenience Store,6523 Elmwood Ave,1,Basic,19142
-75.091050642807701,40.033051647002551,568,Shiv Food Market Llc,899 Brill St,3,Enhanced,19124
-75.217181278160552,39.937710000856534,569,Shop & Go Convenience Store,5227 Woodland Ave,3,Enhanced,19143
-75.235197330814444,39.949931736947732,570,Shop & Save Dollar Plus,5600 Catharine St,3,Enhanced,19143
-75.038436990700546,40.037707257291913,571,Shop-N-Go,7370 Frankford Ave,2,Basic,19136
-75.225242598750199,39.938127312637626,572,Sister International Food Market,5533 Chester Ave,3,Enhanced,19143
-75.236073198702158,39.924423313181869,573,Sita T African Grocery Store,6621 Woodland Ave,2,Basic,19142
-75.191044860108093,39.927095495386112,574,Snyder Supermarket Inc,2700 Snyder Ave,2,Certification,19145
-75.168474683871196,39.917792252094728,575,Sophia Grocery & Deli Llc,2600 S Iseminger St,1,Basic,19148
-75.102716324560163,40.008669266909408,576,Sosa Food Market,4062 L St,3,Enhanced,19124
-75.156066680105695,39.932699961171586,577,South Philly Cold Cuts,701 Wharton St,1,Basic,19147
-75.074229694334747,40.028836268670744,578,Speedys Mart,5934 Bustleton Ave.,3,Enhanced,19149
-75.241902074566681,39.956796194181322,579,Spruce Mini Market,284 S 60th St,1,Basic,19139
-75.241902074566681,39.956796194181322,580,Spruce St Market,284 S 60th St,1,Basic,19139
-75.092131245636935,39.988636170666666,581,Stanley R Swiacki,3623 Salmon St,2,Basic,19134
-75.129593427152614,40.036378673742874,582,Starlite Grocery,425 W Olney St,3,Enhanced,19120
-75.121998360166813,39.993874810319426,583,Steven Grocery,2963 D St,2,Basic,19134
-75.032387801748683,40.036801501729471,584,Stop N Shop,4345 Chippendale St,3,Enhanced,19136
-75.0811248305573,40.044004558959749,585,Summerdale Mini Market,1200 Greeby St,1,Basic,19111
-75.165975679451137,39.933992913309616,586,Suns Grocery,1311 Wharton St,3,Enhanced,19147
-75.128805907914284,40.000971533303321,587,Super Bodega Aqui Me Quedo,3354 N Front St,1,Basic,19140
-75.156161253577764,40.057105144477376,588,Super Chicken Grocery,6901 Rodney St,3,Enhanced,19138
-75.185618437392961,40.005785794062156,589,Sweetsies Sugar Free Sweets,3420 Allegheny Ave,2,Basic,19132
-75.225847722664454,39.955633287635827,590,Syed Brothers Supermarket,250 S 52nd St,3,Enhanced,19139
-75.10415909936745,40.011013977812055,591,T & S Express Market,1200 E Hunting Park Ave,3,Enhanced,19124
-75.047513583605124,40.023807700407133,592,Tacony Food Mart,6648 Torresdale Ave,3,Enhanced,19135
-75.135965030140056,39.977057500365923,593,Tamyra Family Market,1770 N Mascher St,3,Enhanced,19122
-75.080650094283413,40.062223810514908,594,Tanos Deli,7401 Bingham St,3,Enhanced,19111
-75.194845076631836,39.93454323614975,595,Tasker Food Market,1548 S Corlies St,1,Basic,19146
-75.15243013079359,40.063303676583729,596,Tasty Kake Outlet,7155 Ogontz Ave,1,Basic,19138
-75.166128514979249,40.010198906882685,597,Tasty Kake Outlet,2236 Hunting Park Ave,3,Enhanced,19140
-75.171274447990797,40.003929154554243,598,Tavares Grocery,2514 W Allegheny Ave,3,Enhanced,19132
-75.177270927856199,39.926995933642985,599,Tc Grocery Llc #1,1939 S 19Th St,1,Basic,19145
-75.117678469262444,40.020702974986257,600,Thang Len Market,414 E Wyoming Ave,3,Enhanced,19120
-75.12958676586527,40.03629281635429,601,Thank God Grocery,420 W Olney Ave,3,Enhanced,19120
-75.243680368673566,39.958003255012855,602,The Kids Food Market,6100 Locust St,2,Basic,19139
-75.159070969640155,39.925863678825515,603,The Latin Spot,1839 S 8Th St,3,Enhanced,19148
-75.132773368151035,40.02636707697436,604,The New Family Restaurant,4936 N 5th St,3,Enhanced,19120
-75.049029060456604,40.022922640076168,605,The Queen Store,6559 Torresdale Ave,3,Enhanced,19135
-75.171022860229911,39.983545705493057,606,The Right Choice,2221 W Berks St,3,Enhanced,19121
-75.121070106887785,39.998436609637558,607,Thelma Soza T/A J&V Deli,500 E Willard St,1,Basic,19134
-75.176634816499828,39.976752183269603,608,Three Sisters Grocery,2500 W Master St,3,Enhanced,19121
-75.12375444020384,40.023917408719853,609,TiendaMex,4831 Rising Sun Ave.,3,Enhanced,19120
-75.188444513954124,40.014245315897647,610,Tilden Food Market,3539 Vaux St,3,Enhanced,19129
-75.234229506885342,39.954583104558495,611,TNT #2 Food Market Inc,5601 Pine St,2,Basic,19143
-75.146632173123464,40.063780565810163,612,TNT Market,1847 72nd Ave,3,Enhanced,19126
-75.150611826365292,39.916850470489841,613,Tonys Mkt Antonio Tecce,153 W Porter St,1,Basic,19148
-75.233058319371381,39.97677403025957,614,Torres Grocery,5549 Lansdowne Ave,1,Basic,19131
-75.162739289462081,39.996691204821538,615,Torres Grocery,1915 W Somerset St,1,Basic,19132
-75.147623943531315,39.994291423777639,616,Torres Grocery,2756 Germantown Ave,1,Basic,19133
-75.174046049335146,39.983922146923518,617,Torres Grocery,1900 N Ringgold St,2,Basic,19121
-75.174036278018207,39.996321987246695,618,Torres Grocery,2684 N 26th St,2,Basic,19132
-75.149203380169411,39.998010419626503,619,Torres Grocery,1149 West Indiana Ave,2,Basic,19133
-75.160768330448974,39.991070289572178,620,Torres Grocery Store,2466 N Colorado St,2,Basic,19132
-75.184105509060515,39.9946359547722,621,Torres Mini Market,2500 N 32nd St,1,Basic,19132
-75.217670374309208,39.956034986826232,622,Torres Super Market,4801 Walnut St,1,Basic,19139
-75.136250707768497,39.969008214372678,623,Trax Foods,1204 N Front St,2,Basic,19122
-75.156690887522018,39.961867335209462,624,Trebol Supermarket,1137 Spring Garden St,3,Certification,19123
-75.179687328369468,39.970287764169356,625,Trust Market,2600 Brown St,1,Basic,19130
-75.175175948647478,39.979927216992436,626,Turner Grocery,2454 Turner St,1,Basic,19121
-75.266820665296038,39.977984489370421,627,Twins Grocers,7540 Haverford Ave,2,Basic,19151
-75.228192611551066,39.944091491093296,628,Two Brothers Food Market,5400 Willows Ave,2,Basic,19143
-75.22447768344307,39.926274898869529,629,Uceta Grocery,6053 Elmwood Ave,3,Enhanced,19142
-75.135945056231392,40.026240852316782,630,United Mini Market,659 W Rockland St,3,Enhanced,19120
-75.216858262635867,39.953430441441526,631,University Dollar Plus,4734-40 Spruce Street,3,Enhanced,19139
-75.240386165159748,39.924334727625755,632,Upland Mini Market,2024 S 68th St,1,Basic,19142
-75.190518115479577,39.937096582006106,633,Urena Food Mart,1300 S 28Th St,1,Basic,19146
-75.08989455689111,40.034233233257872,634,Valentina Grocery,898 Anchor St,1,Basic,19124
-75.183387443104635,40.005500009146921,635,Valentina Grocery,3300 W Allegheny Ave,3,Enhanced,19132
-75.213574019933333,39.948975738712782,636,Valentino African Food Store,4520 Baltimore Ave,1,Basic,19143
-75.088046644898682,40.01477125132579,637,Valerio Food Market,1500 Sellers St,1,Basic,19124
-75.231214812632217,39.976975871995691,638,Valerios Food Market,5455 Lansdowne Ave,2,Basic,19131
-75.127019332119787,39.993611001946533,639,Vargas Mini Market,241 E Cambria St,1,Basic,19134
-75.168020981330514,39.916997125087576,640,Venutis Food Market,2655 S Camac St,2,Basic,19148
-75.158455333640617,39.929189183056671,641,Vics Coffee Shop,1600 S 8Th St,1,Basic,19148
-75.139864128374327,40.011008782122516,642,Villa Vasquez Mini Market,3900 N 7Th St,3,Enhanced,19140
-75.228764231360103,39.971164435226491,643,Vinas Food Market,5401 W Girard Ave,2,Basic,19131
-75.033449150584687,40.037862362023233,644,Vinces Deli,4244 Chippendale St,2,Basic,19136
-75.134323693747518,40.001571743800376,645,Viola Grocery,230 West Wensley Street,2,Basic,19140
-75.237514151670212,39.97306723900715,646,VR Mini Market,5845 Master St,2,Basic,19131
-75.170435564031322,39.966328588446565,647,Wallace Market,2000 Wallace St,3,Certification,19130
-75.169217608205074,40.026292348225233,648,Wayne Associated,5101 Wayne Ave,3,Enhanced,19144
-75.167752012605703,40.025497268254455,649,Wayne Avenue Health Food Store,5007 Wayne Ave,1,Certification,19144
-75.173916069810687,40.028829057060641,650,Wayne Supermarket Inc,5348 Wayne Ave,2,Basic,19144
-75.121632401543181,39.995641162613325,651,Wensle Mini Mart,3061 D St,3,Enhanced,19134
-75.168351606017296,39.999897245851812,652,Weso Mini Market,2964 N 23rd St,3,Enhanced,19132
-75.244867342808064,39.962005920645964,653,West Philadelphia Produce,18 S 62nd St,3,Enhanced,19139
-75.150498978288695,39.931957210945058,654,Wharton Deli & Grocery,349 Wharton St,2,Basic,19147
-75.159926549189578,39.914695087524102,655,Wholly Smokes Cigarette Outlet II,2747 S 7th St,3,Enhanced,19148
-75.160334340548829,39.920628711759136,656,Wolf Mini Market Inc,2300 S 8Th St,2,Basic,19148
-75.166515344142994,39.921416165161695,657,Wolf Variety Store,2301 S 12th St,3,Enhanced,19148
-75.163696339219186,40.044844065917871,658,Woodlawn Deli,5637 Chew Ave,3,Enhanced,19138
-75.168619745962062,39.995822934626553,659,Yadira Grocery,2227 W Lehigh Ave,3,Enhanced,19132
-75.090546761372934,40.014239468974139,660,Yandel Food Market,1362 Unity St,1,Basic,19124
-75.178670280936544,39.982612524488964,661,Yaritza Grocery,1754 N 27th St,2,Basic,19121
-75.172687330481196,39.977666173529308,662,Yasmin Food Market,2236 W Jefferson St,1,Basic,19121
-75.164801101197369,39.970435144944908,663,Yellow Front Market,1700 Ridge Ave,2,Basic,19130
-75.175659981761655,39.996373217446639,664,Yoscar Mini Market,2668 N 27th St,2,Basic,19132
-75.143785989099555,39.995689219937155,665,Yudish Grocery,716 W Cambria St,2,Basic,19133
-75.029716141707269,40.032908022052723,666,Z & Y Food Market,7601 Torresdale Ave,3,Enhanced,19136
-75.231423331479405,39.98475798874734,667,Zabala Super Market,1823 N 54th St,2,Basic,19131
-75.242564698303809,39.913662380122098,668,Zam Zam Market,7333 Elmwood Ave,3,Enhanced,19142
-75.146556456008184,39.975828744763589,669,Zenarda Grocery,643 W Oxford Avenue,3,Enhanced,19122